route26_id,source,folio,locus,section_note,locus_kind,locus_code,visual_context,token,prefix,suffix,line_position,token_index,line_token_count,previous_token,next_token,line_tokens,image_file_or_url,visual_zone,ring,sector,radius,object_nearby,visual_notes,annotation_confidence,visual_match_status,semantic_guardrail
R26-0283,ZL3b-n.txt,f73v,"f73v.1,@Lz",Top four nymphs with labels,L,L,label,okol,ok,ol,single,1,1,,,okol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0284,ZL3b-n.txt,f73v,"f73v.27,&Lz",Inner full circle of labels,L,L,label,okal,ok,al,single,1,1,,,okal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0285,ZL3b-n.txt,f75r,"f75r.11,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,okar,ok,ar,middle,6,9,qokal,shedy,qokeedy qokair olyqokeedy dy qokal okar shedy dor chekam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0286,ZL3b-n.txt,f75r,"f75r.14,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,otar,ot,ar,middle,9,10,qokain,aly,sain al keishy qokain dyolshedy qokain chckhy qokain otar aly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0287,ZL3b-n.txt,f75r,"f75r.27,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,otar,ot,ar,middle,7,10,okaldydar,otody,pdalshor shtol qoty pshar shedy okaldydar otar otody dy rol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0288,ZL3b-n.txt,f75r,"f75r.30,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,okar,ok,ar,middle,13,14,shedy,olom,qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy okar olom,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0289,ZL3b-n.txt,f75r,"f75r.34,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,okal,ok,al,middle,3,10,olkedy,dar,s olkedy okal dar oty okar otar ol kain oltedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0290,ZL3b-n.txt,f75r,"f75r.34,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,okar,ok,ar,middle,6,10,oty,otar,s olkedy okal dar oty okar otar ol kain oltedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0291,ZL3b-n.txt,f75r,"f75r.34,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,otar,ot,ar,middle,7,10,okar,ol,s olkedy okal dar oty okar otar ol kain oltedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0292,ZL3b-n.txt,f75r,"f75r.36,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,okar,ok,ar,middle,5,7,qokey,otar,sol keedy qokeedy qokey okar otar dardardy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0293,ZL3b-n.txt,f75r,"f75r.36,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,otar,ot,ar,middle,6,7,okar,dardardy,sol keedy qokeedy qokey okar otar dardardy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0294,ZL3b-n.txt,f75r,"f75r.43,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,otar,ot,ar,middle,6,7,chkar,oldy,yshedy chekar oldy qokain chkar otar oldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0295,ZL3b-n.txt,f75r,"f75r.44,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,otar,ot,ar,middle,7,11,okoldy,otam,dchedy sain okedy qokedy otedy okoldy otar otam olaiin chdar dy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0296,ZL3b-n.txt,f75r,"f75r.46,+P0",2 lakes and 14 nymphs,P,P,paragraph/text line,otol,ot,ol,middle,7,12,shedy,chedy,qokey qokedy sheol qokedy dain shedy otol chedy ol o a r,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0297,ZL3b-n.txt,f75v,"f75v.3,*P0",last character in first 5 lines aligned vertically reading slors,P,P,paragraph/text line,okal,ok,al,middle,4,10,qokain,dal,sor sheky qokain okal dal olchedydaiin chckhy lkar chckhy rom,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0298,ZL3b-n.txt,f75v,"f75v.7,*P0",last character in first 5 lines aligned vertically reading slors,P,P,paragraph/text line,otar,ot,ar,end,10,10,qotedy,,qokchdy qokal dal ol chety lchdyshedy ched otedy qotedy otar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0299,ZL3b-n.txt,f75v,"f75v.38,@P0",Continue normal loci. Petersen counted the above as 11a and 12 so he's 1 out now,P,P,paragraph/text line,okar,ok,ar,middle,9,12,olchey,sheky,tolsheor qokal dar olked orol kchey okain olchey okar sheky dedy kedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0300,ZL3b-n.txt,f75v,"f75v.48,+P0",Continue normal loci. Petersen counted the above as 11a and 12 so he's 1 out now,P,P,paragraph/text line,otar,ot,ar,middle,10,12,qokar,dal,qokear chedy shckhy dol ycheedy saino ol cheedy qokar otar dal daiin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0301,ZL3b-n.txt,f75v,"f75v.50,@Lt",Alignment of all following lines is very uncertain,L,L,label,otal,ot,al,start,1,2,,opal,otal opal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0302,ZL3b-n.txt,f75v,"f75v.66,+P1",Alignment of all following lines is very uncertain,P,P,paragraph/text line,okal,ok,al,start,1,5,,sheedy,okal sheedy qoteedy qokchy ly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0303,ZL3b-n.txt,f75v,"f75v.68,+P1",Alignment of all following lines is very uncertain,P,P,paragraph/text line,otol,ot,ol,middle,4,6,shedy,chckhey,o cthey shedy otol chckhey ldy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0304,ZL3b-n.txt,f76r,"f76r.13,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,okal,ok,al,middle,4,13,chckhey,okaiin,qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0305,ZL3b-n.txt,f76r,"f76r.20,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,okar,ok,ar,middle,11,12,lchar,alchdy,dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0306,ZL3b-n.txt,f76r,"f76r.29,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,okar,ok,ar,middle,10,14,lshcthy,okain,qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0307,ZL3b-n.txt,f76r,"f76r.35,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,otar,ot,ar,middle,8,12,cheol,chedy,sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0308,ZL3b-n.txt,f76r,"f76r.44,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,okar,ok,ar,middle,10,12,otain,opar,poleedaran shckhy qoty ykar alol lkaiin ol shedy otain okar opar kolpy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0309,ZL3b-n.txt,f76r,"f76r.46,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,okar,ok,ar,middle,8,10,chedy,chedy,dain shear okedy otedy okedy lchedy chedy okar chedy otarain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0310,ZL3b-n.txt,f76r,"f76r.50,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,otal,ot,al,middle,10,11,qokaiin,rory,p f chedy 174 sal dol shdy olkedy qokaiin otal rory,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0311,ZL3b-n.txt,f76r,"f76r.52,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,okar,ok,ar,middle,7,9,lsheedy,shedy,olsheed qokedy qokeedy qokedy lkedy lsheedy okar shedy otain,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0312,ZL3b-n.txt,f76r,"f76r.53,+P0",at approximately the right place reading: sdqsolkrs,P,P,paragraph/text line,okal,ok,al,middle,10,11,dshdy,chedyl,saiin qol shedy ol chedor chal shed qoteedy dshdy okal chedyl,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0313,ZL3b-n.txt,f76v,"f76v.1,@P0","Currier's language B, hand 2",P,P,paragraph/text line,okor,ok,or,middle,2,9,polarar,opcheey,polarar okor opcheey yteey opchaly lshedy qofchdal lkodolopa korols,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0314,ZL3b-n.txt,f76v,"f76v.2,+P0","Currier's language B, hand 2",P,P,paragraph/text line,okor,ok,or,middle,5,10,otedor,shedy,sshedy keedy cholkeeey otedor okor shedy chedy qokeedy olyshey qoyky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0315,ZL3b-n.txt,f76v,"f76v.3,+P0","Currier's language B, hand 2",P,P,paragraph/text line,okal,ok,al,end,9,9,roroteedy,,dchedy qokeedy oteedy chedaiin chey qokeedy olkedy roroteedy okal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0316,ZL3b-n.txt,f76v,"f76v.4,+P0","Currier's language B, hand 2",P,P,paragraph/text line,okor,ok,or,middle,5,12,daiin,chpchedy,salkeey sor shecthy daiin okor chpchedy cp chy oty olorotchy r alchl,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0317,ZL3b-n.txt,f76v,"f76v.19,+P0","Currier's language B, hand 2",P,P,paragraph/text line,otar,ot,ar,middle,4,11,sheey,shedy,or as sheey otar shedy otchedy checkhey olchedy checkhy checkhy lky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0318,ZL3b-n.txt,f76v,"f76v.32,+P0","Currier's language B, hand 2",P,P,paragraph/text line,otol,ot,ol,middle,9,10,chckhedy,oty,tain sheey qotain chedy qokaiin chedy taiin chckhedy otol oty,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0319,ZL3b-n.txt,f77r,"f77r.5,=Lt",Labels 1-10 cf. Petersen but put in order of page,L,L,label,otol,ot,ol,single,1,1,,,otol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0320,ZL3b-n.txt,f77v,"f77v.2,=Lt",the nymphs first,L,L,label,otol,ot,ol,start,1,2,,shedy,otol shedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0321,ZL3b-n.txt,f77v,"f77v.12,+P0",the nymphs first,P,P,paragraph/text line,okal,ok,al,middle,4,11,qokedy,chedy,lchedy shedal qokedy okal chedy qokal shedy chedy qol chdy lam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0322,ZL3b-n.txt,f77v,"f77v.42,+P0",the nymphs first,P,P,paragraph/text line,okol,ok,ol,end,6,6,cheolkaiin,,tcheey qokeey qokal lchedy cheolkaiin okol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0323,ZL3b-n.txt,f78r,"f78r.4,+P0",Petersen's ID numbers in comments whenever this may be helpful,P,P,paragraph/text line,otar,ot,ar,middle,5,7,tchedy,olkedy,qokeedy qokedy shedy tchedy otar olkedy dam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0324,ZL3b-n.txt,f78r,"f78r.6,+P0",Petersen's ID numbers in comments whenever this may be helpful,P,P,paragraph/text line,otor,ot,or,middle,7,9,chcthey,dor,yteedy qotal dol shedy qokedar chcthey otor dor or,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0325,ZL3b-n.txt,f78r,"f78r.8,+P0",Petersen's ID numbers in comments whenever this may be helpful,P,P,paragraph/text line,okar,ok,ar,middle,3,8,qokedy,qokedy,dshedy qokedy okar qokedy shedy ykedy shedy qoky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0326,ZL3b-n.txt,f78r,"f78r.10,+P0",Petersen's ID numbers in comments whenever this may be helpful,P,P,paragraph/text line,otal,ot,al,middle,5,11,otedy,tedy,dshedy deedy qokeedy otedy otal tedy otey ol o a iin,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0327,ZL3b-n.txt,f78r,"f78r.31,+P0",Petersen's ID numbers in comments whenever this may be helpful,P,P,paragraph/text line,otal,ot,al,middle,4,8,qokedy,shedy,solkeedy sheckhy qokedy otal shedy otar olchedy cthdy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0328,ZL3b-n.txt,f78r,"f78r.31,+P0",Petersen's ID numbers in comments whenever this may be helpful,P,P,paragraph/text line,otar,ot,ar,middle,6,8,shedy,olchedy,solkeedy sheckhy qokedy otal shedy otar olchedy cthdy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0329,ZL3b-n.txt,f78r,"f78r.33,+P0",Petersen's ID numbers in comments whenever this may be helpful,P,P,paragraph/text line,okal,ok,al,middle,7,10,qokeey,ol,ytedy daiin ykedy y olsheey qokeey okal ol keedy dyky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0330,ZL3b-n.txt,f78v,"f78v.5,+P0",B@R p88,P,P,paragraph/text line,okal,ok,al,middle,9,11,dar,dal,qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0331,ZL3b-n.txt,f78v,"f78v.7,+P0",B@R p88,P,P,paragraph/text line,otor,ot,or,start,1,9,,y,otor y shedy otedy shedy qokeedy qokedy otar otedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0332,ZL3b-n.txt,f78v,"f78v.7,+P0",B@R p88,P,P,paragraph/text line,otar,ot,ar,middle,8,9,qokedy,otedy,otor y shedy otedy shedy qokeedy qokedy otar otedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0333,ZL3b-n.txt,f78v,"f78v.14,+P0",B@R p88,P,P,paragraph/text line,okol,ok,ol,middle,5,8,olkedy,chedy,qolkeshdy qol shedy olkedy okol chedy qokain dal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0334,ZL3b-n.txt,f78v,"f78v.22,+P0",B@R p88,P,P,paragraph/text line,okal,ok,al,middle,7,12,shedy,okchey,o y kol shey ol shedy okal okchey okeol ol chedy qol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0335,ZL3b-n.txt,f78v,"f78v.28,+P0",B@R p88,P,P,paragraph/text line,okar,ok,ar,middle,4,10,qokey,ol,olkain shey qokey okar ol oteedy chcthy los aiin d,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0336,ZL3b-n.txt,f78v,"f78v.30,+P0",B@R p88,P,P,paragraph/text line,okal,ok,al,middle,7,10,oiiin,oltal,sal shol sain sheety or oiiin okal oltal qokar ary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0337,ZL3b-n.txt,f79r,"f79r.1,@P0",B@R p88,P,P,paragraph/text line,otal,ot,al,middle,8,9,opcholor,shedy,torain shedy pchor or shek otarpchdy opcholor otal shedy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0338,ZL3b-n.txt,f79r,"f79r.6,+P0",B@R p88,P,P,paragraph/text line,okar,ok,ar,middle,2,9,shol,ol,shol okar ol olkeey qokey sain olcheey qol chey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0339,ZL3b-n.txt,f79r,"f79r.10,+P0",B@R p88,P,P,paragraph/text line,okol,ok,ol,middle,4,10,cheor,sheeol,qokshedy qokain cheor okol sheeol qote cr y choty otechys,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0340,ZL3b-n.txt,f79r,"f79r.11,+P0",B@R p88,P,P,paragraph/text line,otal,ot,al,middle,12,13,chcthy,ory,sho ikh y chedy tshey dshdy otch a r shek chcthy otal ory,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0341,ZL3b-n.txt,f79r,"f79r.15,+P0",B@R p88,P,P,paragraph/text line,okol,ok,ol,middle,5,11,chedy,dyty,qokl shey qokal chedy okol dyty r aiin ol sheol lchey,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0342,ZL3b-n.txt,f79r,"f79r.16,+P0",B@R p88,P,P,paragraph/text line,otal,ot,al,middle,5,9,kshedy,sheey,shain shckhy qoly kshedy otal sheey qokain shey qokam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0343,ZL3b-n.txt,f79r,"f79r.18,+P0",B@R p88,P,P,paragraph/text line,otal,ot,al,middle,8,10,otain,ol,solor olshey qokaiin chey qokain otain otain otal ol dam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0344,ZL3b-n.txt,f79r,"f79r.35,+P0",B@R p88,P,P,paragraph/text line,otal,ot,al,end,7,7,chckhes,,polchedy shedy qoteedy qotain ody chckhes otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0345,ZL3b-n.txt,f79v,"f79v.11,+P0","Currier's language B, hand 2",P,P,paragraph/text line,otar,ot,ar,middle,6,7,chckhy,olkam,olcheey lchedy qolkeedy qokain chckhy otar olkam,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0346,ZL3b-n.txt,f79v,"f79v.23,+P0","Currier's language B, hand 2",P,P,paragraph/text line,okar,ok,ar,middle,2,8,tolkey,ol,tolkey okar ol okaiin otylor qokol okeedy dalary,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0347,ZL3b-n.txt,f79v,"f79v.26,+P0","Currier's language B, hand 2",P,P,paragraph/text line,otol,ot,ol,middle,8,9,ol,oiiiny,ykeedy okaiin dykaiin otedy dkeey tar ol otol oiiiny,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0348,ZL3b-n.txt,f79v,"f79v.30,+P0","Currier's language B, hand 2",P,P,paragraph/text line,okar,ok,ar,middle,3,9,sheeky,okey,qokain sheeky okar okey qokey tedy skain oteedy qoky,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0349,ZL3b-n.txt,f79v,"f79v.33,+P0","Currier's language B, hand 2",P,P,paragraph/text line,okar,ok,ar,middle,6,12,teey,oshey,por ar or yteey teey okar oshey qoky chey okeey ldy oral,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0350,ZL3b-n.txt,f79v,"f79v.35,+P0","Currier's language B, hand 2",P,P,paragraph/text line,otol,ot,ol,middle,6,11,ol,dain,qor cheey kain chl ol otol dain otain ol oteedy qokan,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0351,ZL3b-n.txt,f80r,"f80r.9,~Ln",queens on top,L,L,label,okar,ok,ar,single,1,1,,,okar,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0352,ZL3b-n.txt,f80r,"f80r.12,+P0",queens on top,P,P,paragraph/text line,okal,ok,al,middle,8,13,qokain,qotain,dykshy ol otchedy qokain qotain chckhey qokain okal qotain okedy qo l r,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0353,ZL3b-n.txt,f80r,"f80r.14,+P0",queens on top,P,P,paragraph/text line,otal,ot,al,end,12,12,qotar,,solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0354,ZL3b-n.txt,f80r,"f80r.15,+P0",queens on top,P,P,paragraph/text line,otar,ot,ar,middle,8,10,qokechckhy,cheoltain,qokedy qokeedy checkhy olchedy qokain chey qokechckhy otar cheoltain sy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0355,ZL3b-n.txt,f80r,"f80r.21,+P0",queens on top,P,P,paragraph/text line,otol,ot,ol,middle,6,11,chckhy,teol,shedy qokey shckhey qotar chckhy otol teol sheol qotal oltain chcthy,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0356,ZL3b-n.txt,f80r,"f80r.33,+P0",queens on top,P,P,paragraph/text line,otal,ot,al,middle,4,8,lkar,olkeey,solchey qokeey lkar otal olkeey okain shecthy ol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0357,ZL3b-n.txt,f80r,"f80r.37,+P0",Stream of blue liquid,P,P,paragraph/text line,otar,ot,ar,middle,3,12,olkeeey,orchey,sol olkeeey otar orchey qokeey ltalor olor qokaiin ol shey qotor alom,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0358,ZL3b-n.txt,f80r,"f80r.38,+P0",Stream of blue liquid,P,P,paragraph/text line,otol,ot,ol,middle,8,13,t,opchedy,sor olky qoty ty tor sheyky t otol opchedy qokain sheky qokain ol,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0359,ZL3b-n.txt,f80r,"f80r.41,+P0",Stream of blue liquid,P,P,paragraph/text line,otal,ot,al,middle,2,9,tolkain,chedy,tolkain otal chedy qokar ol shedy checkhy or oly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0360,ZL3b-n.txt,f80v,"f80v.2,+P0",Strange object in one nymph's hand (same in f82r),P,P,paragraph/text line,otal,ot,al,middle,4,8,olkain,chckhy,tshedy qotedy olkain otal chckhy qoky daiin doly,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
R26-0361,ZL3b-n.txt,f80v,"f80v.14,+P0",Strange object in one nymph's hand (same in f82r),P,P,paragraph/text line,otal,ot,al,middle,5,9,qokas,qopshedy,tshedy qokain shedy qokas otal qopshedy qoty lchedy qopalor,,,,,,,,,no_visual_annotation,exact_form_context_not_decipherment
